book_name,book_url,source_list,author,rating,synopsis,pages,pub_date,genres,img_url,data_source,genres_clean
Daughter of Fortune,https://www.goodreads.com/book/show/16527.Daughter_of_Fortune,Best Books of the Decade: 2000s,Isabel Allende,3.95,"Oprah Book Club® Selection, February 2000:Until Isabel Allende burst onto the scene with her 1985 debut,The House of the Spirits, Latin American fiction was, for the most part, a boys' club comprising such heavy hitters as Gabriel García Márquez, Jorge Luis Borges, and Mario Vargas Llosa. But the Chilean Allende shouldered her way in with her magical realist multi-generational tale of the Trueba family, followed it up with four more novels and a spate of nonfiction, and has remained in a place of honor ever since. Her sixth work of fiction,Daughter of Fortune, shares some characteristics with her earlier works: the canvas is wide, the characters are multi-generational and multi-ethnic, and the protagonist is an unconventional woman who overcomes enormous obstacles to make her way in the world. Yet one cannot accuse Allende of telling the same story twice; set in the mid-1800s, this novel follows the fortunes of Eliza Sommers, Chilean by birth but adopted by a British spinster, Rose Sommers, and her bachelor brother, Jeremy, after she is abandoned on their doorstep.""You have English blood, like us,"" Miss Rose assured Eliza when she was old enough to understand. ""Only someone from the British colony would have thought to leave you in a basket on the doorstep of the British Import and Export Company, Limited. I am sure they knew how good-hearted my brother Jeremy is, and felt sure he would take you in. In those days I was longing to have a child, and you fell into my arms, sent by God to be brought up in the solid principles of the Protestant faith and the English language.""The family servant, Mama Fresia, has a different point of view, however: ""You, English? Don't get any ideas, child. You have Indian hair, like mine."" And certainly Eliza's almost mystical ability to recall all the events of her life would seem to stem more from the Indian than the Protestant side.As Eliza grows up, she becomes less tractable, and when she falls in love with Joachin Andieta, a clerk in Jeremy's firm, her adoptive family is horrified. They are even more so when a now-pregnant Eliza follows her lover to California where he has gone to make his fortune in the 1849 gold rush. Along the way Eliza meets Tao Chi'en, a Chinese doctor who saves her life and becomes her closest friend. What starts out as a search for a lost love becomes, over time, the discovery of self; and by the time Eliza finally catches up with the elusive Joachin, she is no longer sure she still wants what she once wished for. Allende peoples her novel with a host of colorful secondary characters. She even takes the narrative as far afield as China, providing an intimate portrait of Tao Chi'en's past before returning to 19th-century San Francisco, where he and Eliza eventually fetch up. Readers with a taste for the epic, the picaresque, and romance that is satisfyingly complex will find them all inDaughter of Fortune.--Margaret Prior",432.0,1998,Historical Fiction|Fiction|Romance|Historical|Magical Realism|Book Club|Novels,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1299666780i/16527.jpg,GoodReads,"['contemporary', 'fantasy', 'fiction', 'historical', 'literary', 'romance']"
One Thousand White Women: The Journals of May Dodd,https://www.goodreads.com/book/show/33512.One_Thousand_White_Women,Best Historical Fiction,Jim Fergus,3.91,"One Thousand White Womenis the story of May Dodd and a colorful assembly of pioneer women who, under the auspices of the U.S. government, travel to the western prairies in 1875 to intermarry among the Cheyenne Indians. The covert and controversial ""Brides for Indians"" program, launched by the administration of Ulysses S. Grant, is intended to help assimilate the Indians into the white man's world. Toward that end May and her friends embark upon the adventure of their lifetime. Jim Fergus has so vividly depicted the American West that it is as if these diaries are a capsule in time.",434.0,1998,Historical Fiction|Book Club|Fiction|Historical|Westerns|Native American|Audiobook,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1389821957i/33512.jpg,GoodReads,"['contemporary', 'fiction', 'historical']"
Rising Tides,http://books.google.de/books?id=QASRvgEACAAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,Best Book Boyfriends,Nora Roberts,4.1,"Kurzbeschreibung
 
Teil 2 der Quinn-Saga: Gezeiten der Liebe (Rising Tides) - Nora Roberts

Die Liebe kann alles heilen, selbst die Schmerzen der Vergangenheit. Das Leben des schweigsamen Naturmenschen Ethan Quinn verläuft in geregelten Bahnen - doch seine unerfüllte Liebe zu Grace Monroe lässt ihn nicht zur Ruhe kommen ...",339.0,1998,Bays,https://covers.openlibrary.org/b/id/3202381-L.jpg,google_books,['fiction']
The Pact,https://www.goodreads.com/book/show/10916.The_Pact,Best Books of the Decade: 2000s,Jodi Picoult,4.03,"For eighteen years the Hartes and the Golds have lived next door to each other, sharing everything from Chinese food to chicken pox to carpool duty—they've grown so close it seems they have always been a part of each other's lives. Parents and children alike have been best friends, so it's no surprise that in high school Chris and Emily's friendship blossoms into something more. They've been soul mates since they were born.So when midnight calls from the hospital come in, no one is ready for the appalling truth: Emily is dead at seventeen from a gunshot wound to the head. There's a single unspent bullet in the gun that Chris took from his father's cabinet—a bullet that Chris tells police he intended for himself. But a local detective has doubts about the suicide pact that Chris has described.",512.0,1998,Fiction|Romance|Contemporary|Chick Lit|Drama|Mystery|Book Club,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1410754561i/10916.jpg,GoodReads,"['contemporary', 'fiction', 'mystery', 'romance']"
Charlie and the Chocolate Factory,http://books.google.de/books?id=R1YX6TzrLyAC&dq=subject:fantasy&hl=&as_pt=BOOKS&source=gbs_api,Best Epic Fantasy,Roald Dahl,3.0,Each of five children lucky enough to discover an entry ticket into Mr. Willy Wonka's mysterious chocolate factory takes advantage of the situation in his own way.,180.0,1998,Behavior,http://books.google.com/books/content?id=R1YX6TzrLyAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['childrens']
Gates of Fire,https://www.goodreads.com/book/show/1305.Gates_of_Fire,Best Historical Fiction,Steven Pressfield,4.4,"At Thermopylae, a rocky mountain pass in northern Greece, the feared and admired Spartan soldiers stood three hundred strong. Theirs was a suicide mission, to hold the pass against the invading millions of the mighty Persian army.Day after bloody day they withstood the terrible onslaught, buying time for the Greeks to rally their forces. Born into a cult of spiritual courage, physical endurance, and unmatched battle skill, the Spartans would be remembered for the greatest military stand in history—one that would not end until the rocks were awash with blood, leaving only one gravely injured Spartan squire to tell the tale. . . .“A novel that is intricate and arresting and, once begun, almost impossible to put down.”—Daily News“A timeless epic of man and war . . . Pressfield has created a new classic deserving a place beside the very best of the old.”—Stephen Coonts",526.0,1998,Historical Fiction|Fiction|War|Military Fiction|Historical|Fantasy|Novels,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924869i/1305.jpg,GoodReads,"['fantasy', 'fiction', 'historical', 'literary']"
Special Delivery,http://books.google.de/books?id=xYUxEDRnWiIC&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,Best Book Boyfriends,Danielle Steel,4.083333333333333,"Tells the story of Jack Watson, a wealthy Beverly Hills businessman and widower, who falls in love with his daughter-in-law's mother and together they discover a relationship marked by challenges and surprises.",226.0,1997,Fiction,http://books.google.com/books/content?id=xYUxEDRnWiIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
The Plague of Fantasies,http://books.google.de/books?id=NM5PqgKd2dsC&dq=subject:fantasy&hl=&as_pt=BOOKS&source=gbs_api,Best Epic Fantasy,Slavoj Žižek,3.5,"Slavoj Zizek is, without doubt, one of the most stimulating and vibrant thinkers of our time, and his idiosyncratic blend of Lacan and Hegel is always sparkling with insight and studded with amusing stories, anecdotes and jokes. In The Plague of Fantasies Zizek approaches another enormous subject with characteristic brio and provocativeness. The current epoch is plagued by fantasms: there is an ever intensifying antagonism between the process of ever greater abstraction of our lives—whether in the form of digitalization or market relations—and the deluge of pseudo-concrete images which surround us. Traditional critical thought would have sought to trace the roots of abstract notions in concrete social reality; but today, the correct procedure is the inverse—from pseudo-concrete imagery to the abstract process which structures our lives. Ranging in his examples from national differences in toilet design to cybersex, and from intellectuals' responses to the Bosnian war to Robert Schumann's music, Zizek explores the relations between fantasy and ideology, the way in which fantasy animates enjoy-ment while protecting against its excesses, the associations of the notion of fetishism with fantasized seduction, and the ways in which digitalization and cyberspace affect the status of subjectivity. To the already initiated, The Plague of Fantasies will be a welcome reminder of why they enjoy Zizek's writing so much. For new readers, it will be the beginning of a long and meaningful relationship.",262.0,1997,Computers,http://books.google.com/books/content?id=NM5PqgKd2dsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books,['fiction']
"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,Books That Everyone Should Read At Least Once,Mitch Albom,4.22,"Maybe it was a grandparent, or a teacher or a colleague. Someone older, patient and wise, who understood you when you were young and searching, and gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago.Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded. Wouldn't you like to see that person again, ask the bigger questions that still haunt you?Mitch Albom had that second chance. He rediscovered Morrie in the last months of the older man's life. Knowing he was dying of ALS - or motor neurone disease - Mitch visited Morrie in his study every Tuesday, just as they used to back in college. Their rekindled relationship turned into one final 'class': lessons in how to live.",210.0,1997,Nonfiction|Memoir|Biography|Classics|Philosophy|Self Help|Inspirational,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1423763749i/6900.jpg,GoodReads,"['classics', 'fiction']"
London,https://www.goodreads.com/book/show/92160.London,Best Historical Fiction,Edward Rutherfurd,4.09,"London has perhaps the most remarkable history of any city in the world. Now its story has a unique voice. In this epic novel, Edward Rutherfurd takes the reader on a magnificent journey across sixteen centuries from the days of the Romans to the Victorian engineers of Tower Bridge and the era of dockland development of today. Through the lives and adventures of his colourful cast of characters, he brings all the richness of London's past unforgettably to life.",1152.0,1997,Historical Fiction|Fiction|Historical|London|British Literature|Travel|Novels,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320450619l/92160.jpg,GoodReads,"['fiction', 'historical', 'literary']"
